Temps;ax;ay;az;gx;gy;gz
8571;0.5972;-0.1987;0.0479;15.2439;15.2439;15.2439
8581;0.5098;-0.1392;-0.0469;39.6951;39.6951;39.6951
8591;0.3413;-0.0786;-0.1484;64.3902;64.3902;64.3902
8601;0.2729;-0.0742;-0.1602;87.8659;87.8659;87.8659
8611;0.2153;0.0073;-0.1738;109.6341;109.6341;109.6341
8621;0.1089;0.0903;-0.1958;123.5366;123.5366;123.5366
8631;-0.0952;0.2739;-0.3003;131.7683;131.7683;131.7683
8641;-0.3662;0.3774;-0.3511;120.4878;120.4878;120.4878
8651;-0.7490;0.4351;-0.4561;90.9146;90.9146;90.9146
8662;-1.4126;0.5176;-0.5791;51.0976;51.0976;51.0976
8672;-2.3115;0.4580;-0.6631;14.0854;14.0854;14.0854
8682;-3.1099;0.2500;-0.7974;-2.5610;-2.5610;-2.5610
8692;-3.6406;-0.0269;-0.9351;14.3293;14.3293;14.3293
8702;-3.7393;-0.0542;-0.9170;52.9878;52.9878;52.9878
8712;-3.4810;-0.0073;-0.8145;93.9024;93.9024;93.9024
8722;-2.9507;0.1143;-0.6860;111.5244;111.5244;111.5244
8732;-2.4160;0.1865;-0.5234;97.6829;97.6829;97.6829
8742;-1.9980;0.1841;-0.3809;63.5366;63.5366;63.5366
8752;-1.6455;0.1382;-0.2617;25.8537;25.8537;25.8537
8762;-1.3447;0.1323;-0.1680;-9.2073;-9.2073;-9.2073
8772;-1.0967;0.1533;-0.1025;-27.2561;-27.2561;-27.2561
8782;-0.8579;0.1602;-0.0298;-27.7439;-27.7439;-27.7439
8792;-0.6577;0.1719;0.0249;-24.3293;-24.3293;-24.3293
8802;-0.4663;0.1509;0.0684;-21.0976;-21.0976;-21.0976
8812;-0.3994;0.1553;0.0996;-22.2561;-22.2561;-22.2561
8822;-0.3652;0.1235;0.0815;-30.4878;-30.4878;-30.4878
8832;-0.3755;0.1338;0.0962;-34.4512;-34.4512;-34.4512
8842;-0.3521;0.1113;0.0786;-31.0366;-31.0366;-31.0366
8852;-0.3774;0.1533;0.0542;-24.6341;-24.6341;-24.6341
8862;-0.5288;0.1880;0.0190;-23.1707;-23.1707;-23.1707
8872;-0.6826;0.1631;-0.0278;-27.5610;-27.5610;-27.5610
8882;-0.7285;0.1328;-0.0532;-26.5244;-26.5244;-26.5244
8892;-0.6392;0.0986;-0.0552;-9.2073;-9.2073;-9.2073
8902;-0.4429;0.0640;-0.0313;20.0000;20.0000;20.0000
8912;-0.1401;-0.0015;-0.0010;50.3049;50.3049;50.3049
8922;0.2920;-0.1372;0.0098;45.9146;45.9146;45.9146
8932;0.7241;-0.3398;0.0869;23.1098;23.1098;23.1098
8942;0.9985;-0.1890;0.1782;1.9512;1.9512;1.9512
8952;1.0210;0.1123;0.2788;2.0122;2.0122;2.0122
8962;0.9380;0.3413;0.1724;15.4268;15.4268;15.4268
8972;0.2588;0.6255;-0.0806;15.3659;15.3659;15.3659
8982;-0.9639;0.7524;-0.3403;5.7927;5.7927;5.7927
8992;-2.1362;0.6196;-0.6147;-10.0610;-10.0610;-10.0610
9003;-2.8896;0.3311;-0.7920;-19.5732;-19.5732;-19.5732
9013;-3.2866;0.0527;-0.8267;-6.7073;-6.7073;-6.7073
9023;-3.8594;-0.0171;-0.8096;43.1098;43.1098;43.1098
9033;-3.5576;-0.2246;-0.6206;-26.3415;-26.3415;-26.3415
9043;-2.9438;-0.1396;-0.7178;12.3171;12.3171;12.3171
9053;-2.3794;0.2705;-0.4751;45.5488;45.5488;45.5488
9063;-1.8970;0.0640;-0.2339;67.3781;67.3781;67.3781
9073;-1.0161;-0.0356;-0.3125;70.7927;70.7927;70.7927
9083;-0.6230;-0.1074;-0.1924;20.2439;20.2439;20.2439
9093;-0.4326;-0.0503;-0.0718;-27.1951;-27.1951;-27.1951
9103;-0.3218;0.0767;-0.0220;-57.4390;-57.4390;-57.4390
9113;-0.3223;0.1553;0.0200;-59.3902;-59.3902;-59.3902
9123;-0.3472;0.1885;0.0483;-40.4268;-40.4268;-40.4268
9133;-0.3994;0.2056;0.0391;-28.1098;-28.1098;-28.1098
9143;-0.5327;0.2246;0.0063;-29.5732;-29.5732;-29.5732
9153;-0.7651;0.2651;-0.0195;-27.6220;-27.6220;-27.6220
9163;-1.0801;0.2563;-0.0840;-18.7805;-18.7805;-18.7805
9174;-1.3657;0.1724;-0.1563;-20.3049;-20.3049;-20.3049
9184;-1.6182;0.1255;-0.2021;-30.6098;-30.6098;-30.6098
9194;-1.7964;0.0640;-0.2681;-31.3415;-31.3415;-31.3415
9204;-1.7773;0.0562;-0.2725;-32.1951;-32.1951;-32.1951
9214;-1.6987;0.0732;-0.2603;-30.4268;-30.4268;-30.4268
9224;-1.5737;0.0840;-0.2241;-30.2439;-30.2439;-30.2439
9234;-1.3911;0.0220;-0.2319;-31.8293;-31.8293;-31.8293
9244;-1.2202;-0.0386;-0.2124;-37.2561;-37.2561;-37.2561
9254;-0.9668;-0.0200;-0.1465;-38.8415;-38.8415;-38.8415
9264;-0.6445;-0.0210;-0.1001;-36.5854;-36.5854;-36.5854
9274;-0.3745;-0.0322;-0.0313;-33.7805;-33.7805;-33.7805
9284;-0.1807;0.0205;0.0361;-34.4512;-34.4512;-34.4512
9294;0.0020;0.0625;0.0923;-33.0488;-33.0488;-33.0488
9304;0.0835;0.0703;0.1084;-30.7317;-30.7317;-30.7317
9314;0.0986;0.0562;0.1313;-26.8902;-26.8902;-26.8902
9324;0.0474;0.0479;0.1191;-22.9878;-22.9878;-22.9878
9334;-0.0850;0.0571;0.0728;-23.3537;-23.3537;-23.3537
9344;-0.2910;0.0308;0.0322;-28.1098;-28.1098;-28.1098
9354;-0.5444;-0.0449;-0.0542;-37.7439;-37.7439;-37.7439
9364;-0.7183;-0.1084;-0.1484;-36.7073;-36.7073;-36.7073
9374;-0.8604;-0.1309;-0.1924;-28.4146;-28.4146;-28.4146
9384;-1.0059;-0.1455;-0.2192;-16.5854;-16.5854;-16.5854
9394;-1.1074;-0.1479;-0.2358;-3.6585;-3.6585;-3.6585
9404;-1.1738;-0.1084;-0.2485;7.1951;7.1951;7.1951
9414;-1.2324;-0.0444;-0.2505;11.0366;11.0366;11.0366
9424;-1.2568;-0.0386;-0.3052;5.5488;5.5488;5.5488
9434;-1.2158;0.0332;-0.2603;-30.7927;-30.7927;-30.7927
9444;-1.2466;0.2197;-0.1572;-77.0732;-77.0732;-77.0732
9454;-1.3076;0.4360;-0.1147;-116.8902;-116.8902;-116.8902
9464;-1.3916;0.5439;0.2617;-144.6951;-144.6951;-144.6951
9474;-1.2754;0.7524;0.1177;-160.9756;-160.9756;-160.9756
9484;-1.2905;0.9116;0.1421;-100.6707;-100.6707;-100.6707
9494;-1.0454;0.9653;0.0967;88.4146;88.4146;88.4146
9504;-0.6792;0.7402;-0.1089;262.1951;262.1951;262.1951
9515;-0.5259;0.6323;-0.2671;330.9756;330.9756;330.9756
9525;-0.5386;0.5137;-0.5293;353.4146;353.4146;353.4146
9535;-0.9805;0.1543;-0.6636;312.2561;312.2561;312.2561
9545;-1.1030;-0.4971;-0.9927;169.6342;169.6342;169.6342
9555;-0.8159;-1.4731;-1.4365;39.7561;39.7561;39.7561
9565;-0.6475;-1.6719;-1.4380;-68.6585;-68.6585;-68.6585
9575;-0.7612;-1.2749;-0.8022;-87.0732;-87.0732;-87.0732
9585;-0.8335;-0.4585;-0.1040;-76.9512;-76.9512;-76.9512
9595;-1.0796;0.3423;0.5381;-99.5122;-99.5122;-99.5122
9605;-1.3042;0.5142;0.7661;-130.1829;-130.1829;-130.1829
9615;-1.5894;0.3628;0.5010;-131.9512;-131.9512;-131.9512
9625;-1.6699;-0.0337;0.0557;-127.1341;-127.1341;-127.1341
9635;-1.5840;-0.4580;-0.3325;-141.9512;-141.9512;-141.9512
9645;-1.3169;-0.7310;-0.6250;-156.1585;-156.1585;-156.1585
9655;-1.0830;-0.6797;-0.5366;-139.2683;-139.2683;-139.2683
9665;-0.9053;-0.3750;-0.5142;-66.5244;-66.5244;-66.5244
9675;-0.9077;0.0684;-0.4258;-6.9512;-6.9512;-6.9512
9686;-1.2568;0.5132;-0.3296;-11.1585;-11.1585;-11.1585
9696;-1.7827;1.0259;-0.0513;-14.5122;-14.5122;-14.5122
9706;-2.0264;1.2129;0.1484;51.8293;51.8293;51.8293
9716;-1.6831;1.1421;0.1152;191.8293;191.8293;191.8293
9726;-0.8994;0.4829;-0.5386;273.2317;273.2317;273.2317
9736;-0.4736;0.2969;-0.1802;265.9756;265.9756;265.9756
9746;-0.3174;0.0337;-0.0820;222.5610;222.5610;222.5610
9756;-0.2427;-0.2148;-0.1509;148.4146;148.4146;148.4146
9766;-0.2925;-0.3125;-0.2344;41.5244;41.5244;41.5244
9776;-0.4653;-0.1992;-0.1777;-50.3049;-50.3049;-50.3049
9786;-0.6880;-0.0532;-0.1401;-101.0366;-101.0366;-101.0366
9796;-0.8306;0.0576;-0.1133;-96.7073;-96.7073;-96.7073
9806;-0.9541;0.1333;-0.1230;-68.5366;-68.5366;-68.5366
9816;-1.0718;0.2017;-0.1382;-44.4512;-44.4512;-44.4512
9826;-1.1519;0.1392;-0.1709;-5.9146;-5.9146;-5.9146
9836;-1.0981;0.0986;-0.2061;44.5122;44.5122;44.5122
9846;-0.9961;0.0498;-0.2197;70.4878;70.4878;70.4878
9856;-0.9214;-0.0244;-0.2739;75.8537;75.8537;75.8537
9866;-0.8267;-0.1299;-0.2900;63.2927;63.2927;63.2927
9876;-0.8213;-0.1172;-0.2817;37.0732;37.0732;37.0732
9886;-0.8579;-0.0776;-0.2422;17.0122;17.0122;17.0122
9896;-0.8828;0.0527;-0.2012;15.0000;15.0000;15.0000
9906;-0.8877;0.1597;-0.1504;23.5366;23.5366;23.5366
9916;-0.8701;0.2515;-0.0942;56.2195;56.2195;56.2195
9926;-0.8428;0.3105;-0.0786;92.1341;92.1341;92.1341
9936;-1.0474;0.3140;-0.1226;113.7805;113.7805;113.7805
9946;-1.3442;-0.0718;-0.2271;92.1951;92.1951;92.1951
9956;-1.4697;-0.7056;-0.4517;27.4390;27.4390;27.4390
9966;-1.2583;-1.2744;-0.7188;-54.4512;-54.4512;-54.4512
9976;-1.1040;-1.3218;-0.8301;-162.6219;-162.6219;-162.6219
9986;-1.1226;-1.1221;-0.9063;-229.5732;-229.5732;-229.5732
9996;-1.1416;-0.1523;-0.7832;-291.4024;-291.4024;-291.4024
10006;-1.3315;0.6431;-0.5806;-323.5976;-323.5976;-323.5976
10016;-1.3154;1.0605;-0.5469;-263.0488;-263.0488;-263.0488
10027;-1.2002;1.2383;-0.2754;-168.7195;-168.7195;-168.7195
10037;-0.8247;1.2939;-0.0791;-62.1951;-62.1951;-62.1951
10047;-0.3716;0.8491;0.2612;14.0854;14.0854;14.0854
10057;-0.2725;0.4321;0.2300;32.9268;32.9268;32.9268
10067;-0.3960;-0.0127;0.1362;-4.4512;-4.4512;-4.4512
10077;-0.6670;-0.1064;0.0410;-50.0610;-50.0610;-50.0610
10087;-0.9507;-0.1240;0.0234;-63.5976;-63.5976;-63.5976
10097;-0.9902;-0.1465;0.0190;-37.7439;-37.7439;-37.7439
10107;-0.9307;-0.2632;0.0093;-17.6220;-17.6220;-17.6220
10117;-0.8818;-0.3633;-0.0522;-13.9024;-13.9024;-13.9024
10127;-0.8628;-0.4712;-0.0435;-18.2927;-18.2927;-18.2927
10137;-0.8965;-0.4380;-0.0801;-16.2195;-16.2195;-16.2195
10147;-0.9849;-0.3623;-0.1733;-12.6220;-12.6220;-12.6220
10157;-1.0210;-0.3296;-0.2397;-34.7561;-34.7561;-34.7561
10167;-1.0830;-0.2002;-0.1812;-64.7561;-64.7561;-64.7561
10177;-1.0923;-0.0469;-0.1475;-68.4146;-68.4146;-68.4146
10187;-1.0879;0.3301;0.0137;-96.7683;-96.7683;-96.7683
10198;-1.1270;0.6221;-0.0610;-40.8537;-40.8537;-40.8537
10208;-1.1577;0.9038;-0.0186;85.9146;85.9146;85.9146
10218;-1.1919;1.0479;-0.1421;247.0732;247.0732;247.0732
10228;-1.3564;1.0400;-0.2192;422.9878;422.9878;422.9878
10238;-1.8228;0.9585;-0.5786;501.9512;501.9512;501.9512
10248;-2.2227;0.5747;-1.0747;488.2317;488.2317;488.2317
10258;-2.0698;-0.2515;-1.3398;381.0976;381.0976;381.0976
10268;-1.0708;-1.0684;-1.2720;212.5000;212.5000;212.5000
10278;-0.5669;-1.2017;-1.0220;12.3780;12.3780;12.3780
10288;-0.1597;-1.2881;-0.8135;-124.0244;-124.0244;-124.0244
10298;-0.0620;-0.9541;-0.4019;-217.8049;-217.8049;-217.8049
10308;-0.3062;-0.3037;-0.1348;-245.0610;-245.0610;-245.0610
10318;-0.7729;0.2471;0.1113;-251.6463;-251.6463;-251.6463
10328;-1.1548;0.3809;0.2480;-234.0244;-234.0244;-234.0244
10338;-1.2520;0.3911;0.1738;-187.8659;-187.8659;-187.8659
10348;-1.2720;0.3521;0.1035;-123.3537;-123.3537;-123.3537
10358;-1.2588;0.1963;-0.0327;-50.3049;-50.3049;-50.3049
10368;-1.1646;0.0659;-0.1113;10.7317;10.7317;10.7317
10378;-0.9990;-0.0259;-0.1338;47.3781;47.3781;47.3781
10388;-0.8403;-0.0649;-0.1558;63.2317;63.2317;63.2317
10398;-0.7432;-0.0635;-0.1855;54.2683;54.2683;54.2683
10408;-0.7002;-0.0752;-0.2104;24.5732;24.5732;24.5732
10418;-0.6548;-0.0317;-0.2798;-8.6585;-8.6585;-8.6585
10428;-0.7261;0.0459;-0.1436;-41.7683;-41.7683;-41.7683
10438;-0.8691;0.0962;-0.0776;-54.0244;-54.0244;-54.0244
10448;-0.9985;0.1011;-0.0796;-50.1829;-50.1829;-50.1829
10458;-1.0610;0.1182;-0.0796;-39.3902;-39.3902;-39.3902
10468;-1.0576;0.1089;-0.0767;-21.3415;-21.3415;-21.3415
10478;-1.0459;0.1079;-0.0938;-5.4268;-5.4268;-5.4268
10488;-1.0581;0.0376;-0.1294;-2.1341;-2.1341;-2.1341
10498;-1.0068;0.0049;-0.1309;-2.5000;-2.5000;-2.5000
10508;-0.9448;0.0029;-0.1182;-0.2439;-0.2439;-0.2439
10518;-0.8843;0.0220;-0.1206;1.2195;1.2195;1.2195
10528;-0.8525;0.0381;-0.0952;-2.3171;-2.3171;-2.3171
10539;-0.8804;0.0146;-0.1040;-2.7439;-2.7439;-2.7439
10549;-0.8921;0.0083;-0.1074;-0.1829;-0.1829;-0.1829
10559;-0.9014;0.0537;-0.1016;0.1220;0.1220;0.1220
10569;-0.9619;0.0615;-0.0874;-3.5976;-3.5976;-3.5976
10579;-0.9868;0.0371;-0.1138;-3.9024;-3.9024;-3.9024
10589;-0.9736;0.0303;-0.1162;2.5610;2.5610;2.5610
10599;-0.9722;0.0313;-0.1538;5.7927;5.7927;5.7927
10609;-0.9771;0.0483;-0.1396;-0.0610;-0.0610;-0.0610
10619;-0.9761;0.0615;-0.1328;-2.6829;-2.6829;-2.6829
10629;-0.9619;0.0308;-0.1445;1.3415;1.3415;1.3415
10639;-0.9336;0.0205;-0.1597;3.5366;3.5366;3.5366
10649;-0.9243;0.0283;-0.1523;-1.8293;-1.8293;-1.8293
10659;-0.9312;0.0317;-0.1421;-4.6341;-4.6341;-4.6341
10669;-0.9287;0.0259;-0.1494;-2.8049;-2.8049;-2.8049
10679;-0.9370;0.0103;-0.1694;-0.7317;-0.7317;-0.7317
10689;-0.9717;0.0000;-0.1685;-0.3049;-0.3049;-0.3049
10699;-0.9614;-0.0112;-0.1660;-1.9512;-1.9512;-1.9512
10710;-0.9624;0.0225;-0.1602;-4.3293;-4.3293;-4.3293
10720;-0.9585;0.0205;-0.1523;-4.2683;-4.2683;-4.2683
10730;-0.9346;0.0342;-0.1646;-3.5366;-3.5366;-3.5366
10740;-0.9326;0.0391;-0.1396;-4.0244;-4.0244;-4.0244
10750;-0.9619;0.0308;-0.1514;-2.1341;-2.1341;-2.1341
10760;-0.9727;0.0352;-0.1416;0.7317;0.7317;0.7317
10770;-0.9814;0.0117;-0.1494;1.9512;1.9512;1.9512
10780;-0.9702;0.0063;-0.1670;4.2073;4.2073;4.2073
10790;-0.9565;0.0068;-0.1709;3.8415;3.8415;3.8415
10800;-0.9575;-0.0020;-0.1675;2.8659;2.8659;2.8659
10810;-0.9424;-0.0088;-0.1660;1.2195;1.2195;1.2195
10820;-0.9282;0.0083;-0.1655;0.4878;0.4878;0.4878
10830;-0.9561;0.0215;-0.1489;-0.3659;-0.3659;-0.3659
10840;-0.9771;0.0186;-0.1450;-1.6463;-1.6463;-1.6463
10850;-0.9526;0.0215;-0.1460;-1.5244;-1.5244;-1.5244
10860;-0.9395;0.0244;-0.1323;1.3415;1.3415;1.3415
10870;-0.9248;0.0254;-0.1309;2.8659;2.8659;2.8659
10880;-0.9561;0.0205;-0.1533;0.6098;0.6098;0.6098
10890;-0.9482;-0.0083;-0.1611;-3.1707;-3.1707;-3.1707
10900;-0.9302;0.0166;-0.1543;-2.8659;-2.8659;-2.8659
10910;-0.9146;0.0112;-0.1416;-0.3049;-0.3049;-0.3049
10920;-0.9111;0.0435;-0.1348;-2.1951;-2.1951;-2.1951
10930;-0.9468;0.0308;-0.1357;-2.3780;-2.3780;-2.3780
10940;-0.9409;0.0425;-0.1333;1.5244;1.5244;1.5244
10950;-0.9312;0.0293;-0.1299;3.7195;3.7195;3.7195
10960;-0.9243;0.0269;-0.1367;5.8537;5.8537;5.8537
10970;-0.9556;0.0332;-0.1646;2.9268;2.9268;2.9268
10980;-0.9800;0.0054;-0.1504;-3.1098;-3.1098;-3.1098
10990;-0.9551;0.0190;-0.1514;-3.4756;-3.4756;-3.4756
11000;-0.9409;0.0303;-0.1445;0.4268;0.4268;0.4268
11010;-0.9258;0.0303;-0.1411;2.5610;2.5610;2.5610
11020;-0.9282;0.0366;-0.1465;1.1585;1.1585;1.1585
11030;-0.9507;0.0313;-0.1460;-2.5610;-2.5610;-2.5610
11040;-0.9326;0.0234;-0.1470;-2.5000;-2.5000;-2.5000
11051;-0.9331;0.0112;-0.1470;0.5488;0.5488;0.5488
11061;-0.9155;0.0234;-0.1357;2.5610;2.5610;2.5610
11071;-0.9463;0.0195;-0.1455;-0.6098;-0.6098;-0.6098
11081;-0.9458;0.0166;-0.1567;-1.5244;-1.5244;-1.5244
11091;-0.9312;0.0186;-0.1357;-0.5488;-0.5488;-0.5488
11101;-0.9312;0.0156;-0.1411;1.1585;1.1585;1.1585
11111;-0.9229;0.0332;-0.1509;1.4634;1.4634;1.4634
11121;-0.9570;0.0293;-0.1460;-1.7073;-1.7073;-1.7073
11131;-0.9556;0.0181;-0.1504;-4.8780;-4.8780;-4.8780
11141;-0.9429;0.0171;-0.1440;-5.1829;-5.1829;-5.1829
11151;-0.9585;0.0151;-0.1396;-4.5732;-4.5732;-4.5732
11161;-0.9653;0.0186;-0.1616;-4.1463;-4.1463;-4.1463
11171;-0.9629;0.0088;-0.1709;-2.5000;-2.5000;-2.5000
11181;-0.9531;0.0107;-0.1704;-1.0366;-1.0366;-1.0366
11191;-0.9624;0.0244;-0.1772;-1.8902;-1.8902;-1.8902
11201;-0.9893;0.0195;-0.1680;-6.2195;-6.2195;-6.2195
11211;-0.9883;-0.0039;-0.1738;-2.8049;-2.8049;-2.8049
11222;-0.9736;0.0073;-0.1597;1.5244;1.5244;1.5244
11232;-0.9771;0.0107;-0.1519;2.3780;2.3780;2.3780
11242;-0.9609;0.0176;-0.1440;0.7317;0.7317;0.7317
11252;-0.9302;0.0317;-0.1416;-1.1585;-1.1585;-1.1585
11262;-0.9131;0.0342;-0.1362;-0.9146;-0.9146;-0.9146
11272;-0.9277;0.0444;-0.1226;-2.6829;-2.6829;-2.6829
11282;-0.9414;0.0356;-0.1255;-6.0366;-6.0366;-6.0366
11292;-0.9214;0.0425;-0.1265;-4.6951;-4.6951;-4.6951
11302;-0.9272;0.0396;-0.1177;-1.5854;-1.5854;-1.5854
11312;-0.9429;0.0254;-0.1401;-1.3415;-1.3415;-1.3415
11322;-0.9336;0.0249;-0.1279;-4.0244;-4.0244;-4.0244
11332;-0.9185;0.0210;-0.1357;-2.4390;-2.4390;-2.4390
11342;-0.9082;0.0264;-0.1196;-0.1220;-0.1220;-0.1220
11352;-0.9131;0.0259;-0.1294;0.9756;0.9756;0.9756
11362;-0.9414;0.0225;-0.1421;-0.5488;-0.5488;-0.5488
11372;-0.9263;0.0112;-0.1387;-2.9878;-2.9878;-2.9878
11382;-0.9360;0.0137;-0.1558;-1.2805;-1.2805;-1.2805
11392;-0.9531;0.0200;-0.1509;-0.7317;-0.7317;-0.7317
11402;-0.9858;0.0273;-0.1504;-1.6463;-1.6463;-1.6463
11412;-0.9688;0.0161;-0.1572;-2.0732;-2.0732;-2.0732
11422;-0.9507;0.0229;-0.1611;0.7927;0.7927;0.7927
11432;-0.9434;0.0200;-0.1440;1.8293;1.8293;1.8293
11442;-0.9492;0.0176;-0.1558;0.0610;0.0610;0.0610
11452;-0.9692;0.0005;-0.1572;-3.7195;-3.7195;-3.7195
11462;-0.9561;0.0122;-0.1611;-4.8780;-4.8780;-4.8780
11472;-0.9536;0.0220;-0.1553;-3.2317;-3.2317;-3.2317
11482;-0.9512;0.0225;-0.1416;-1.8902;-1.8902;-1.8902
11492;-0.9624;0.0278;-0.1465;-2.3171;-2.3171;-2.3171
11502;-0.9536;0.0269;-0.1382;-2.9268;-2.9268;-2.9268
11512;-0.9390;0.0137;-0.1479;-0.1829;-0.1829;-0.1829
11522;-0.9292;0.0137;-0.1455;1.1585;1.1585;1.1585
11532;-0.9434;0.0225;-0.1519;0.8537;0.8537;0.8537
11542;-0.9536;0.0132;-0.1387;-2.2561;-2.2561;-2.2561
11552;-0.9360;0.0195;-0.1426;-5.0000;-5.0000;-5.0000
11566;-0.9380;0.0225;-0.1343;-1.7073;-1.7073;-1.7073
11576;-0.9492;0.0337;-0.1445;-0.5488;-0.5488;-0.5488
11586;-0.9321;0.0225;-0.1470;0.6098;0.6098;0.6098
11596;-0.9395;0.0190;-0.1377;0.7317;0.7317;0.7317
11606;-0.9414;0.0220;-0.1460;0.1220;0.1220;0.1220
